"GraphXType","Method","Kind","ValueType","Property","Fallback","File","Line","Code"
"HmiButton","AreGlobalDesignDependentOrWindowsStyleDependentPropertiesDisabled","GetPropertyValueWithDefault","bool","WindowsStyle","true","HmiButton.cs","1329","bool flag2 = obj2 != null && ((flag && propertyValueWithDefault == WinCCStyle.WindowsStyle) || (!flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""WindowsStyle"", true)));"
"HmiButton","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","WindowsStyle","true","HmiButton.cs","1356","bool flag3 = flag && ((flag2 && propertyValueWithDefault == WinCCStyle.WindowsStyle) || (!flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""WindowsStyle"", true)));"
"HmiButton","IsCornerStyleDisabled","GetPropertyValueWithDefault","bool","WindowsStyle","true","HmiButton.cs","1369","bool flag2 = obj2 != null && ((flag && propertyValueWithDefault == WinCCStyle.WindowsStyle) || (!flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""WindowsStyle"", true)));"
"HmiButton","IsDrawInsideFrameDisabled","GetPropertyValueWithDefault","bool","WindowsStyle","true","HmiButton.cs","1382","bool flag2 = obj2 != null && ((flag && propertyValueWithDefault == WinCCStyle.WindowsStyle) || (!flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""WindowsStyle"", true)));"
"HmiCameraControl","IsMaintainAspectRatioDisabled","GetPropertyValueWithDefault","bool","MaintainOriginalSize","true","HmiCameraControl.cs","223","return HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""MaintainOriginalSize"", true);"
"HmiCircle","IsBorderBackColorDisabled","GetPropertyValueWithDefault","int","BorderWidth","1","HmiCircle.cs","169","return flag && ((!flag2 && HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) > 1) || (flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true)));"
"HmiCircle","IsDrawInsideFrameDisabled","GetPropertyValueWithDefault","int","BorderWidth","1","HmiCircle.cs","189","bool flag2 = HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) < 2;"
"HmiCircle","IsFillingDirectionDisabled","GetPropertyValueWithDefault","bool","ShowFillLevel","false","HmiCircle.cs","203","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowFillLevel"", false);"
"HmiCircle","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","104","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircle","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","138","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircle","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","147","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircle","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","156","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircle","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","169","return flag && ((!flag2 && HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) > 1) || (flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true)));"
"HmiCircle","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircle.cs","182","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircleSegment","IsBorderBackColorDisabled","GetPropertyValueWithDefault","int","BorderWidth","1","HmiCircleSegment.cs","53","return (!flag && HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) > 1) || (flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiCircleSegment","IsDrawInsideFrameDisabled","GetPropertyValueWithDefault","int","BorderWidth","1","HmiCircleSegment.cs","66","bool flag2 = HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) < 2;"
"HmiCircleSegment","IsFillingDirectionDisabled","GetPropertyValueWithDefault","bool","ShowFillLevel","false","HmiCircleSegment.cs","73","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowFillLevel"", false);"
"HmiCircleSegment","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircleSegment.cs","30","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircleSegment","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircleSegment.cs","36","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircleSegment","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircleSegment.cs","42","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiCircleSegment","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircleSegment.cs","53","return (!flag && HmiScreenItem.GetPropertyValueWithDefault<int>(hmiScreenItem, ""BorderWidth"", 1) > 1) || (flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiCircleSegment","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiCircleSegment.cs","59","return HmiScreenItem.IsBorderColorDisabledGeneral(hmiScreenItem) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiCircularBase","IsCornerStyleDisabled","GetPropertyValueWithDefault","bool","DrawInsideFrame","true","HmiCircularBase.cs","262","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""DrawInsideFrame"", true);"
"HmiClock","IsLockSquaredExtentDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","129","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsShowTicksDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","135","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsTicksColorDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","141","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsNeedleColorDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","147","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsNeedleFillStyleDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","153","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","159","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) || HmiScreenItem.IsBorderBackColorDisabledGeneral(hmiScreenItem);"
"HmiClock","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","165","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) || HmiScreenItem.IsBorderColorDisabledGeneral(hmiScreenItem);"
"HmiClock","IsTickStyleDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","177","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsNumberStyleDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","183","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsBorderWidthDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","189","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsCornerRadiusDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","195","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsEdgeStyleDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","201","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsTickDistanceDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","207","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsHourNeedleHeightDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","213","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsMinuteNeedleHeightDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","219","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsSecondNeedleHeightDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","225","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true);"
"HmiClock","IsHourNeedleWidthDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","245","int propertyValueWithDefault = (HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) ? 1 : 0);"
"HmiClock","IsMinuteNeedleWidthDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","253","int propertyValueWithDefault = (HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) ? 1 : 0);"
"HmiClock","IsSecondNeedleWidthDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","261","int propertyValueWithDefault = (HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) ? 1 : 0);"
"HmiClock","IsFontDisabled","GetPropertyValueWithDefault","bool","Analog","true","HmiClock.cs","277","return HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""Analog"", true) && (drawingContextType != DrawingContextType.ExtendedDrawingRenderer || propertyValueWithDefault == ClockNumberStyle.NoNumber);"
"HmiClock","IsFontDisabled","GetPropertyValueWithDefault","ClockNumberStyle","NumberStyle","ClockNumberStyle.NoNumber","HmiClock.cs","276","ClockNumberStyle propertyValueWithDefault = HmiScreenItem.GetPropertyValueWithDefault<ClockNumberStyle>(hmiScreenItem, ""NumberStyle"", ClockNumberStyle.NoNumber);"
"HmiClock","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiClock.cs","123","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiClock","IsNeedleBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiClock.cs","171","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiClock","IsDialColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiClock.cs","269","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiDateTimeField","IsLongDateTimeFormatDisabled","GetPropertyValueWithDefault","bool","ShowDate","true","HmiDateTimeField.cs","792","return (!HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowDate"", true) && dateTimeType == DateTimeType.Output) || dateTimeType == DateTimeType.InOutput;"
"HmiDateTimeField","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiDateTimeField.cs","686","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipse","IsFillingDirectionDisabled","GetPropertyValueWithDefault","bool","ShowFillLevel","false","HmiEllipse.cs","152","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowFillLevel"", false);"
"HmiEllipse","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","53","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipse","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","87","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipse","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","96","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipse","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","105","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipse","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","118","return flag && ((!flag2 && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] > 1) || (flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true)));"
"HmiEllipse","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipse.cs","131","return flag && flag2 && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipseSegment","IsFillingDirectionDisabled","GetPropertyValueWithDefault","bool","ShowFillLevel","false","HmiEllipseSegment.cs","73","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowFillLevel"", false);"
"HmiEllipseSegment","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipseSegment.cs","30","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipseSegment","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipseSegment.cs","36","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipseSegment","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipseSegment.cs","42","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiEllipseSegment","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipseSegment.cs","53","return (!flag && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] > 1) || (flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiEllipseSegment","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipseSegment.cs","59","return HmiScreenItem.IsBorderColorDisabledGeneral(hmiScreenItem) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiEllipticalArc","IsColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipticalArc.cs","27","return HmiScreenItem.IsColorDisabledGeneral(hmiScreenItem) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiEllipticalArc","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiEllipticalArc.cs","38","return (!flag && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""LineWidth""] > 1) || (flag && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiEllipticalBase","IsCornerStyleDisabled","GetPropertyValueWithDefault","bool","DrawInsideFrame","true","HmiEllipticalBase.cs","207","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""DrawInsideFrame"", true);"
"HmiGauge","IsInnerDialColorDisabled","GetPropertyValueWithDefault","bool","ShowInnerDial","false","HmiGauge.cs","283","return (!HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowInnerDial"", false) && drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.ExtendedDrawingRenderer) || drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.SimpleGdiDrawingRenderer;"
"HmiGauge","IsInnerDialInnerDistanceDisabled","GetPropertyValueWithDefault","bool","ShowInnerDial","false","HmiGauge.cs","290","return (!HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowInnerDial"", false) && drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.ExtendedDrawingRenderer) || (drawingContextTypeDependingOnCompatibilityMode != DrawingContextType.ExtendedDrawingRenderer && drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.SimpleGdiDrawingRenderer);"
"HmiGauge","IsInnerDialOuterDistanceDisabled","GetPropertyValueWithDefault","bool","ShowInnerDial","false","HmiGauge.cs","297","return (!HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""ShowInnerDial"", false) && drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.ExtendedDrawingRenderer) || (drawingContextTypeDependingOnCompatibilityMode != DrawingContextType.ExtendedDrawingRenderer && drawingContextTypeDependingOnCompatibilityMode == DrawingContextType.SimpleGdiDrawingRenderer);"
"HmiGauge","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGauge.cs","228","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiGauge","IsScaleLabelColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGauge.cs","258","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiGauge","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGauge.cs","264","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiGauge","IsDialColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGauge.cs","270","return HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiGraphicIOField","IsCornerStyleDisabled","GetPropertyValueWithDefault","bool","DrawInsideFrame","true","HmiGraphicIOField.cs","660","return HmiScreenItem.GetDrawingContextType(hmiScreenItem) == DrawingContextType.ThemingDrawingRenderer && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""DrawInsideFrame"", true);"
"HmiGraphicIOField","IsFlashingOnLimitViolationDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiGraphicIOField.cs","506","return ((graphicIOFieldType == GraphicIOFieldType.Output || graphicIOFieldType == GraphicIOFieldType.InOutput || graphicIOFieldType == GraphicIOFieldType.Input) && ((AutoSizingType)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""AutoSizing""] == AutoSizingType.StretchPicture || HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) != FlashingType.None)) || graphicIOFieldType == GraphicIOFieldType.TwoState;"
"HmiGraphicIOField","IsBorderFlashingColorOffDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiGraphicIOField.cs","636","return HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) != FlashingType.Advanced;"
"HmiGraphicIOField","IsBorderFlashingColorOnDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiGraphicIOField.cs","642","return HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) != FlashingType.Advanced;"
"HmiGraphicIOField","IsBorderFlashingRateDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiGraphicIOField.cs","648","return HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) != FlashingType.Advanced;"
"HmiGraphicIOField","IsBorderFlashingEnabledDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiGraphicIOField.cs","654","return HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) != FlashingType.Advanced;"
"HmiGraphicIOField","IsFlashingDisabled","GetPropertyValueWithDefault","bool","FlashingOnLimitViolation","false","HmiGraphicIOField.cs","514","return (HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""FlashingOnLimitViolation"", false) && (graphicIOFieldType == GraphicIOFieldType.Output || graphicIOFieldType == GraphicIOFieldType.InOutput || graphicIOFieldType == GraphicIOFieldType.Input)) || (hmiScreenItem.IsModuleDevice() && flag) || graphicIOFieldType == GraphicIOFieldType.TwoState;"
"HmiGraphicIOField","IsBitNumberDisabled","GetPropertyValueWithDefault","HmiObjectHandle","PictureList","HmiObjectHandle.Empty","HmiGraphicIOField.cs","493","HmiObjectHandle propertyValueWithDefault = HmiScreenItem.GetPropertyValueWithDefault<HmiObjectHandle>(hmiScreenItem, ""PictureList"", HmiObjectHandle.Empty);"
"HmiGraphicIOField","IsTransparentColorDisabled","GetPropertyValueWithDefault","bool","UseTransparentColor","false","HmiGraphicIOField.cs","459","return (!HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseTransparentColor"", false) && (graphicIOFieldType == GraphicIOFieldType.Output || graphicIOFieldType == GraphicIOFieldType.InOutput || graphicIOFieldType == GraphicIOFieldType.Input)) || flag || graphicIOFieldType == GraphicIOFieldType.TwoState;"
"HmiGraphicView","IsBorderBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGraphicView.cs","283","return HmiScreenItem.IsBorderBackColorDisabledGeneral(hmiScreenItem) || (hmiScreenItem.IsSCADARuntime() && ((!HmiScreenItem.IsThemingEnabled(hmiScreenItem) && (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] > 1) || (HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true))));"
"HmiGraphicView","IsBorderColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGraphicView.cs","294","return ((LineStyle)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""EdgeStyle""] == LineStyle.Style3D && flag && (!hmiScreenItem.IsSCADARuntime() || (int)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BorderWidth""] <= 1 || HmiScreenItem.IsThemingEnabled(hmiScreenItem))) || (hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiGraphicView","IsFillPatternColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGraphicView.cs","318","return (hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true)) || (FillStyle)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BackFillStyle""] == FillStyle.Solid || (FillStyle)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""BackFillStyle""] == FillStyle.Transparent;"
"HmiGraphicView","IsBackFillStyleDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGraphicView.cs","348","return hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
"HmiGraphicView","IsBackColorDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiGraphicView.cs","354","return ((bool)((IPropertyAccess)hmiScreenItem.InstanceProxy)[""UseTransparentColor""] && hmiScreenItem.IsPanelRuntime()) || (hmiScreenItem.IsSCADARuntime() && HmiScreenItem.IsThemingEnabled(hmiScreenItem) && HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true));"
"HmiGraphicView","IsTransparentColorDisabled","GetPropertyValueWithDefault","bool","UseTransparentColor","true","HmiGraphicView.cs","306","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseTransparentColor"", true);"
"HmiIOField","IsFlashingDisabled","GetPropertyValueWithDefault","FlashingType","Flashing","FlashingType.None","HmiIOField.cs","1485","return (!hmiScreenItem.IsSCADARuntime() && HmiScreenItem.GetPropertyValueWithDefault<FlashingType>(hmiScreenItem, ""Flashing"", FlashingType.None) == FlashingType.None && propertyValueWithDefault) || (hmiScreenItem.IsModuleDevice() && hmiScreenItem.IsSCADARuntime());"
"HmiIOField","IsFlashingDisabled","GetPropertyValueWithDefault","bool","FlashingOnLimitViolation","false","HmiIOField.cs","1484","bool propertyValueWithDefault = HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""FlashingOnLimitViolation"", false);"
"HmiIOField","IsStyleItemDisabled","GetPropertyValueWithDefault","bool","UseDesignColorSchema","true","HmiIOField.cs","1246","return !HmiScreenItem.GetPropertyValueWithDefault<bool>(hmiScreenItem, ""UseDesignColorSchema"", true);"
